City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Zhaoqing,CN,23.05,112.46,81.0,99,100,0.87,overcast clouds
364,Scarborough,GB,54.28,-0.4,63.0,72,30,12.24,scattered clouds
365,Qinzhou,CN,21.95,108.62,76.5,94,84,5.19,light rain
366,Berga,NO,60.39,5.33,64.99,88,75,19.46,broken clouds
367,Batagay-Alyta,RU,67.8,130.41,36.07,81,72,1.97,broken clouds
368,Abu Zabad,SD,12.35,29.25,77.85,70,99,3.98,overcast clouds
369,Moron,AR,-34.65,-58.62,54.0,34,0,12.75,clear sky
370,Isangel,VU,-19.55,169.27,68.0,94,65,4.7,broken clouds
371,San Nicolas,PH,18.17,120.6,79.92,76,99,5.79,light rain
372,Healdsburg,US,38.61,-122.87,95.0,34,75,8.05,smoke
373,Sillod,IN,20.3,75.65,71.94,92,100,10.2,overcast clouds
374,Kita,ML,13.03,-9.49,74.91,90,29,1.48,light rain
375,Marzuq,YE,14.4,46.47,83.79,44,86,5.84,overcast clouds
376,Lompoc,US,34.64,-120.46,69.8,64,90,12.75,haze
377,Arani,IN,12.67,79.28,82.02,70,100,2.33,overcast clouds
378,Coahuayana,MX,18.73,-103.68,80.6,78,75,11.41,broken clouds
379,Port Shepstone,ZA,-30.74,30.45,56.88,64,0,8.43,clear sky
380,Izhma,RU,65.01,53.91,53.04,93,90,8.81,overcast clouds
381,Jaciara,BR,-15.97,-54.97,81.48,41,99,14.43,overcast clouds
382,Atasu,KZ,48.68,71.64,56.01,50,0,5.53,clear sky
383,Fort Nelson,CA,58.81,-122.7,59.0,77,75,2.24,broken clouds
384,Atambua,ID,-9.11,124.89,66.96,75,8,4.0,clear sky
385,Acajutla,SV,13.59,-89.83,86.0,66,40,2.24,scattered clouds
386,Ust-Ishim,RU,57.69,71.17,50.13,97,100,4.65,overcast clouds
387,Volsk,RU,52.03,47.38,52.34,64,0,5.17,clear sky
388,Harper,LR,4.38,-7.72,75.67,83,92,11.65,overcast clouds
389,Fairbanks,US,64.84,-147.72,60.8,87,90,3.36,light rain
390,Kabare,CD,-2.47,28.82,65.25,67,82,1.48,broken clouds
391,Elko,US,41.0,-115.5,90.0,18,0,17.0,clear sky
392,Hovd,MN,48.01,91.64,55.51,80,0,1.54,clear sky
393,Gushikawa,JP,26.35,127.87,80.6,94,20,3.36,few clouds
394,Zhanakorgan,KZ,43.91,67.25,68.02,26,0,9.91,clear sky
395,Praxedis Guerrero,MX,31.37,-106.02,100.0,13,40,5.82,scattered clouds
396,Imatra,FI,61.17,28.75,59.0,93,0,1.12,clear sky
397,Akyab,MM,20.15,92.9,79.25,89,100,11.1,light rain
398,Veseli Nad Luznici,CZ,49.18,14.7,66.99,65,7,4.9,clear sky
399,Sabang,ID,5.89,95.32,82.53,72,92,7.49,light rain
400,Morant Bay,JM,17.88,-76.41,82.0,94,75,16.11,shower rain
401,Lagoa,PT,39.05,-27.98,70.54,87,23,18.12,few clouds
402,Japura,ID,-0.32,102.35,73.81,91,100,2.44,overcast clouds
403,Xingyi,CN,24.19,102.82,59.14,95,94,1.41,overcast clouds
404,Martapura,ID,-3.42,114.85,73.4,100,40,2.24,scattered clouds
405,Sao Filipe,CV,14.9,-24.5,76.89,79,28,8.84,scattered clouds
406,Erzin,TR,36.96,36.2,80.01,81,68,4.03,broken clouds
407,Kuala Terengganu,MY,5.33,103.14,78.8,88,20,2.24,few clouds
408,Kathmandu,NP,27.72,85.32,71.6,88,75,3.36,broken clouds
409,Beloha,MG,-25.17,45.05,63.73,76,85,5.53,overcast clouds
410,Pumiao,CN,22.75,108.48,75.2,94,20,4.47,few clouds
411,Pafos,CY,34.77,32.42,75.2,83,20,5.82,few clouds
412,Bilma,NE,18.69,12.92,95.94,16,0,9.69,clear sky
413,Lentekhi,GE,42.79,42.73,62.91,69,0,3.56,light rain
414,Starodzhereliyevskaya,RU,45.48,38.3,75.0,65,100,1.99,overcast clouds
415,Chicama,PE,-7.84,-79.15,68.59,61,72,9.42,broken clouds
416,Natal,BR,-5.79,-35.21,80.6,69,67,16.11,broken clouds
417,Antofagasta,CL,-23.65,-70.4,57.2,71,20,17.22,few clouds
418,Byron Bay,AU,-28.65,153.62,52.0,93,0,6.71,clear sky
419,Mikhaylovka,RU,50.06,43.24,64.99,49,100,3.0,overcast clouds
420,Sinnamary,GF,5.38,-52.95,81.88,80,6,14.9,clear sky
421,Kavaratti,IN,10.57,72.64,82.36,81,100,14.9,overcast clouds
422,Mandalgovi,MN,45.76,106.27,60.06,44,100,8.05,overcast clouds
423,Novogornyy,RU,55.63,60.79,53.6,100,40,8.95,light intensity shower rain
424,Nanortalik,GL,60.14,-45.24,47.21,68,0,4.09,clear sky
425,Tarakan,ID,3.3,117.63,79.57,83,22,5.17,few clouds
426,Elmina,GH,5.09,-1.35,75.15,88,89,11.86,overcast clouds
427,Jaragua Do Sul,BR,-26.49,-49.07,55.0,96,100,1.01,light rain
428,Povenets,RU,62.85,34.83,58.89,84,11,7.27,few clouds
429,Kavarna,BG,43.43,28.33,68.0,82,57,8.05,broken clouds
430,Minusio,CH,46.18,8.81,73.4,88,20,2.24,few clouds
431,Porto Torres,IT,40.84,8.4,80.6,78,0,2.24,clear sky
432,Bilibino,RU,68.05,166.44,43.41,87,100,1.9,light rain
433,Aberdeen,GB,57.14,-2.1,60.8,82,13,8.05,few clouds
434,Vao,NC,-22.67,167.48,71.92,74,29,9.35,scattered clouds
435,Rocha,UY,-34.48,-54.33,42.31,70,1,9.08,clear sky
436,Jining,CN,35.41,116.58,73.0,1,100,6.4,overcast clouds
437,The Valley,AI,18.22,-63.06,87.8,79,40,14.99,scattered clouds
438,Porto Nacional,BR,-10.71,-48.42,95.0,34,0,5.82,clear sky
439,Abonnema,NG,4.71,6.79,78.8,83,75,3.36,broken clouds
440,Newnan,US,33.38,-84.8,84.2,74,1,4.7,clear sky
441,Polovinnoye,RU,54.79,65.99,47.77,98,57,5.37,broken clouds
442,Kahului,US,20.89,-156.47,87.8,55,75,24.16,broken clouds
443,Bathsheba,BB,13.22,-59.52,82.4,88,75,9.17,broken clouds
444,Mwense,ZM,-10.38,28.7,77.07,28,51,10.0,broken clouds
445,Burns Lake,CA,54.23,-125.75,65.41,64,98,5.75,light rain
446,Manzhouli,CN,49.6,117.43,51.85,57,3,6.71,clear sky
447,Santona,ES,43.44,-3.46,71.6,94,75,2.24,light rain
448,Flin Flon,CA,54.77,-101.86,80.6,32,75,3.36,broken clouds
449,Carutapera,BR,-1.2,-46.02,80.13,76,0,9.89,clear sky
450,Oranjestad,AW,12.52,-70.03,86.0,74,20,18.34,few clouds
451,Cody,US,44.53,-109.06,82.4,34,1,9.17,clear sky
452,Liaozhong,CN,41.51,122.72,60.8,100,96,2.24,overcast clouds
453,Moose Factory,CA,51.26,-80.61,59.0,77,1,9.17,clear sky
454,Aasiaat,GL,68.71,-52.87,43.88,69,13,8.3,few clouds
455,Mangrol,IN,21.12,70.12,81.19,87,100,11.5,moderate rain
456,Launceston,AU,-41.45,147.17,37.99,86,75,10.29,light intensity shower rain
457,Rosario Oeste,BR,-14.84,-56.43,80.76,45,76,14.9,broken clouds
458,Lorengau,PG,-2.02,147.27,82.45,74,17,8.12,few clouds
459,Zhanaozen,KZ,43.3,52.8,77.77,28,0,5.79,clear sky
460,Rajec,SK,49.09,18.64,62.6,93,38,1.12,scattered clouds
461,Phalombe,MW,-15.81,35.65,62.96,84,6,5.03,clear sky
462,Radcliff,US,37.84,-85.95,86.0,45,1,5.82,clear sky
463,Ambon,ID,-3.7,128.18,77.5,82,25,6.31,scattered clouds
464,Skjervoy,NO,70.03,20.97,48.2,81,75,2.24,broken clouds
465,Opunake,NZ,-39.46,173.86,55.0,87,15,1.99,light rain
466,Grand Gaube,MU,-20.01,57.66,72.0,62,0,3.0,clear sky
467,Buraydah,SA,26.33,43.98,89.6,22,0,3.36,clear sky
468,San Jose,US,37.34,-121.89,89.01,23,5,10.29,smoke
469,Meybod,IR,32.25,54.02,93.2,14,0,9.17,clear sky
470,Ust-Nera,RU,64.57,143.2,38.37,73,26,6.29,scattered clouds
471,Tirodi,IN,21.68,79.7,76.73,91,100,5.95,moderate rain
472,Bom Jesus,BR,-9.07,-44.36,86.83,25,54,2.08,broken clouds
473,Inuvik,CA,68.35,-133.72,64.4,55,75,2.24,broken clouds
474,Akdepe,TM,42.06,59.38,75.2,36,0,9.17,clear sky
475,Airai,TL,-8.93,125.41,55.81,52,4,2.91,clear sky
476,Berlevag,NO,70.86,29.09,44.6,87,50,1.12,scattered clouds
477,Cockburn Town,TC,21.46,-71.14,87.8,66,40,12.75,scattered clouds
478,Nakhon Ratchasima,TH,14.97,102.1,74.34,91,100,3.89,light rain
479,Huangnihe,CN,43.56,128.02,51.6,70,100,1.32,overcast clouds
480,Alpinopolis,BR,-20.86,-46.39,71.56,60,82,9.22,broken clouds
481,Olinda,BR,-8.01,-34.86,78.8,78,75,11.41,shower rain
482,Truth Or Consequences,US,33.13,-107.25,99.0,16,1,9.17,clear sky
483,Erenhot,CN,43.65,111.98,62.73,52,0,9.04,clear sky
484,Hambantota,LK,6.12,81.12,79.63,81,98,15.61,overcast clouds
485,Yerbogachen,RU,61.28,108.01,53.19,94,18,7.85,few clouds
486,Aklavik,CA,68.22,-135.01,57.2,82,75,2.24,broken clouds
487,Hede,CN,33.77,120.25,77.11,96,49,5.68,scattered clouds
488,Bekhteyevka,RU,50.81,37.21,66.2,55,5,11.18,clear sky
489,Coruripe,BR,-10.13,-36.18,74.91,87,87,9.1,overcast clouds
490,Leshukonskoye,RU,64.9,45.76,47.07,95,1,3.53,clear sky
491,Poum,NC,-20.23,164.02,71.29,66,0,1.59,clear sky
492,Hami,CN,42.8,93.45,75.29,35,49,4.68,scattered clouds
493,Kaduy,RU,59.2,37.15,52.54,81,0,2.64,clear sky
494,Nortelandia,BR,-14.45,-56.8,81.41,44,88,13.11,overcast clouds
495,General Pico,AR,-35.66,-63.76,55.11,37,0,6.87,clear sky
496,Safaga,EG,26.73,33.94,89.6,14,3,8.05,clear sky
497,Wynyard,AU,-41.0,145.72,39.99,81,100,3.0,light rain
498,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,50.0,100,75,6.33,broken clouds
499,Laguna,US,38.42,-121.42,93.0,22,90,8.05,haze
500,Whitianga,NZ,-36.83,175.7,57.99,90,40,8.01,scattered clouds
501,Anloga,GH,5.79,0.9,75.2,88,20,12.75,few clouds
502,Prince Rupert,CA,54.32,-130.32,62.6,77,90,12.75,overcast clouds
503,Chuguyevka,RU,44.17,133.86,52.74,80,100,1.3,overcast clouds
504,Honningsvag,NO,70.98,25.97,50.0,87,75,2.24,broken clouds
505,Novoagansk,RU,61.94,76.66,52.99,95,100,4.88,overcast clouds
506,Haines Junction,CA,60.75,-137.51,53.58,75,100,1.74,overcast clouds
507,Kangaatsiaq,GL,68.31,-53.46,49.73,66,5,14.2,clear sky
508,Champerico,GT,14.3,-91.92,89.6,59,40,11.41,thunderstorm
509,Rawang,MY,3.32,101.58,80.6,83,20,3.36,few clouds
510,Biloxi,US,30.4,-88.89,86.0,58,1,13.87,clear sky
511,Umm Lajj,SA,25.02,37.27,88.66,48,0,5.03,clear sky
512,Skibbereen,IE,51.55,-9.27,59.0,93,75,23.04,light rain
513,Saint Anthony,US,45.02,-93.22,84.0,54,75,9.17,broken clouds
514,Klaksvik,FO,62.23,-6.59,53.6,100,66,3.36,broken clouds
515,Poronaysk,RU,49.22,143.12,58.46,74,0,10.25,clear sky
516,Krasnyy Kholm,RU,58.06,37.12,51.64,83,0,1.54,clear sky
517,Narsaq,GL,60.92,-46.05,59.0,44,0,10.29,clear sky
518,Sorland,NO,67.67,12.69,48.2,76,40,5.82,scattered clouds
519,Pocone,BR,-16.26,-56.62,67.15,67,95,15.37,overcast clouds
520,Whitehorse,CA,60.72,-135.05,54.0,71,90,4.7,overcast clouds
521,Belmonte,BR,-15.86,-38.88,77.0,73,20,12.75,few clouds
522,Ajaccio,FR,42.0,8.92,75.2,57,0,3.36,clear sky
523,Tsybuliv,UA,49.08,29.85,69.82,65,25,8.7,scattered clouds
524,Hirara,JP,24.8,125.28,84.61,76,71,7.47,broken clouds
525,Wheatley,GB,51.75,-1.14,63.0,63,75,6.93,broken clouds
526,Luanda,AO,-8.84,13.23,71.6,88,20,6.93,few clouds
527,Nagato,JP,34.38,131.2,78.8,94,20,3.36,few clouds
528,Urumqi,CN,43.8,87.6,71.6,37,99,4.47,overcast clouds
529,Itamaraju,BR,-17.04,-39.53,71.02,84,15,6.22,few clouds
530,Gidam,IN,18.98,81.4,73.36,94,100,8.48,moderate rain
531,Bogale,MM,16.28,95.4,77.43,90,97,1.72,overcast clouds
532,Saint-Augustin,CA,51.23,-58.65,62.44,79,76,9.75,light rain
533,Huanta,PE,-12.93,-74.25,75.2,22,40,1.12,scattered clouds
534,Plettenberg Bay,ZA,-34.05,23.37,57.07,82,100,4.18,light rain
535,Atar,MR,20.52,-13.05,97.21,31,0,13.8,clear sky
536,Upata,VE,8.01,-62.4,91.99,62,28,2.68,light rain
537,Kargasok,RU,59.06,80.86,50.23,93,99,10.56,light rain
538,Hwange,ZW,-18.37,26.5,70.59,52,85,3.96,overcast clouds
539,Gemena,CD,3.25,19.77,71.4,97,93,2.46,light rain
540,Arkhangelsk,RU,64.54,40.54,44.6,93,20,2.24,few clouds
541,Havoysund,NO,71.0,24.66,50.0,87,75,2.24,broken clouds
542,Manokwari,ID,-0.87,134.08,78.48,72,1,3.8,light rain
543,Simpang,ID,-1.27,104.08,74.01,93,77,2.8,broken clouds
544,Bontang,ID,0.13,117.5,77.32,88,99,4.76,overcast clouds
545,Half Moon Bay,US,37.46,-122.43,87.01,77,1,12.75,clear sky
546,San Juan De La Maguana,DO,18.81,-71.23,82.9,67,100,7.74,light rain
547,Davila,PH,18.47,120.58,80.83,78,99,10.63,light rain
548,Kjollefjord,NO,70.95,27.35,50.0,87,75,2.24,broken clouds
549,Kandrian,PG,-6.22,149.55,75.99,84,96,6.69,overcast clouds
550,Pangkalanbuun,ID,-2.68,111.62,72.93,95,76,2.01,broken clouds
551,Colares,PT,38.8,-9.45,70.0,100,40,10.29,scattered clouds
552,Inverell,AU,-29.78,151.12,39.99,80,99,3.67,overcast clouds
553,Tootsi,EE,58.58,24.79,60.01,99,97,4.29,overcast clouds
554,Fengzhen,CN,40.44,113.15,57.72,85,0,3.71,clear sky
555,Stege,DK,54.99,12.28,69.01,82,61,5.53,broken clouds
556,Argostolion,GR,38.18,20.49,75.54,72,0,6.29,clear sky
557,Finale Ligure,IT,44.17,8.34,77.0,82,0,3.15,clear sky
558,Pinhao,BR,-25.7,-51.66,46.81,91,100,5.17,overcast clouds
559,Salalah,OM,17.02,54.09,78.8,94,90,4.7,overcast clouds
560,Tadine,NC,-21.55,167.88,72.66,69,60,9.01,broken clouds
561,Marsa Matruh,EG,31.35,27.25,77.0,78,40,6.93,scattered clouds
562,Biak,ID,-0.91,122.88,75.36,74,82,6.15,broken clouds
563,Grootfontein,NA,-19.57,18.12,44.35,46,50,5.53,scattered clouds
564,Surt,LY,31.21,16.59,80.01,75,0,13.76,clear sky
565,Adre,TD,13.47,22.2,74.89,79,5,5.66,clear sky
566,Sambava,MG,-14.27,50.17,71.49,85,90,7.92,light rain
567,Quesnel,CA,53.0,-122.5,68.0,64,40,10.29,scattered clouds
568,Mizdah,LY,31.45,12.98,77.63,56,0,12.48,clear sky
569,Najran,SA,17.49,44.13,86.0,16,21,0.34,few clouds
570,Moerai,PF,-22.43,-151.33,70.14,74,73,27.36,broken clouds
571,Mahajanga,MG,-15.72,46.32,72.68,73,73,1.77,broken clouds
572,San Cristobal,VE,7.77,-72.22,93.2,38,40,9.17,scattered clouds
573,Diffa,NE,13.32,12.61,81.73,67,100,10.42,light rain
574,Ylivieska,FI,64.08,24.55,64.99,81,0,1.99,clear sky
575,Halifax,CA,44.65,-63.57,78.01,35,0,1.99,clear sky
576,Raton,US,36.9,-104.44,91.99,11,1,11.41,clear sky
577,Macusani,PE,-14.08,-70.43,43.34,68,79,9.53,broken clouds
578,Fez,MA,34.04,-5.0,82.4,48,40,4.7,scattered clouds
579,Puerto Colombia,CO,10.99,-74.95,82.4,83,40,9.17,light rain
580,Nome,US,64.5,-165.41,62.01,76,1,6.93,clear sky
581,North Bend,US,43.41,-124.22,80.01,64,1,13.87,clear sky
582,Muros,ES,42.78,-9.06,66.0,83,50,11.99,scattered clouds
583,Bud,US,39.45,-86.18,79.0,53,1,6.76,clear sky
584,Guiratinga,BR,-16.35,-53.76,87.71,30,65,8.08,broken clouds
585,Riyadh,SA,24.69,46.72,89.6,17,0,2.24,clear sky
586,Dzaoudzi,YT,-12.79,45.27,73.4,83,8,9.17,clear sky
587,Ugoofaaru,MV,5.67,73.0,82.92,71,100,7.38,overcast clouds
588,Qui Nhon,VN,13.77,109.23,76.8,81,100,6.11,overcast clouds
589,Ustye,RU,59.63,39.74,51.98,91,19,4.16,few clouds
590,Palmer,US,42.16,-72.33,81.0,34,40,8.05,scattered clouds
591,Pisco,PE,-13.7,-76.22,68.0,64,85,6.93,overcast clouds
592,Kemijarvi,FI,66.71,27.43,56.77,96,74,4.81,light rain
593,Ormara,PK,25.21,64.64,82.24,82,99,5.79,overcast clouds
594,Centralia,US,46.72,-122.95,78.01,57,1,6.93,clear sky
595,Dryden,CA,49.78,-92.75,71.6,64,1,5.82,clear sky
596,Safonovo,RU,55.15,33.22,53.28,91,96,4.23,overcast clouds
597,Grand Island,US,40.92,-98.34,89.6,40,1,13.87,clear sky
598,Karpogory,RU,64.0,44.45,46.53,89,0,2.62,clear sky
599,Doha,QA,25.29,51.53,96.8,37,67,8.05,broken clouds
600,Darhan,MN,49.49,105.92,58.75,79,99,3.36,overcast clouds
601,Locri,IT,38.24,16.26,78.01,69,0,2.24,clear sky
602,Pointe Michel,DM,15.25,-61.38,84.2,78,75,11.41,light intensity shower rain
603,Hammerfest,NO,70.66,23.68,46.4,87,75,5.82,light rain
604,Ambovombe,MG,-25.17,46.08,66.34,80,99,8.08,overcast clouds
605,San Policarpo,PH,12.18,125.51,77.86,85,100,4.9,overcast clouds
606,Tingo Maria,PE,-9.29,-76.01,69.8,64,90,11.41,overcast clouds
607,Santa Rosa,PH,14.31,121.11,78.8,94,98,1.88,overcast clouds
608,Havelock,US,34.88,-76.9,82.99,81,63,1.01,light rain
609,Sorong,ID,-0.88,131.25,77.23,87,0,6.55,light rain
610,Mujiayingzi,CN,42.12,118.78,52.88,64,0,1.43,clear sky
611,Acarau,BR,-2.89,-40.12,78.94,72,46,15.88,scattered clouds
612,Galveston,US,29.37,-94.97,91.99,52,40,11.41,scattered clouds
613,Puri,IN,19.8,85.85,80.6,100,75,12.75,haze
614,Lahaina,US,20.88,-156.68,87.8,74,75,12.75,light intensity drizzle
615,Aden,YE,12.78,45.04,86.67,66,0,1.88,clear sky
616,Zeya,RU,53.75,127.27,49.66,89,5,1.03,clear sky
617,Nishihara,JP,26.18,127.76,84.2,83,20,2.91,few clouds
618,Balkhash,KZ,46.84,74.98,69.15,35,100,3.71,overcast clouds
619,Realeza,BR,-25.77,-53.53,49.23,75,98,5.35,overcast clouds
620,Honiara,SB,-9.43,159.95,75.2,94,20,0.34,few clouds
621,Gunjur,GM,13.2,-16.73,78.8,100,75,9.55,broken clouds
622,Pau Dos Ferros,BR,-6.11,-38.21,84.7,26,15,4.45,few clouds
623,Luchegorsk,RU,46.48,134.26,51.08,90,34,3.31,scattered clouds
624,Basco,PH,20.45,121.97,83.5,76,94,7.85,moderate rain
625,Mayo,US,38.89,-76.51,84.99,61,1,5.61,light rain
626,Roald,NO,62.58,6.13,66.0,88,100,4.7,overcast clouds
627,Fare,PF,-16.7,-151.02,78.03,78,16,24.25,light rain
628,Bakchar,RU,57.02,82.07,49.08,76,77,6.71,broken clouds
629,Dubbo,AU,-32.25,148.62,41.0,100,90,4.7,overcast clouds
630,Cururupu,BR,-1.83,-44.87,78.48,77,67,5.06,broken clouds
631,Huilong,CN,31.81,121.66,81.0,91,74,1.99,broken clouds
632,Elizabeth City,US,36.29,-76.25,84.2,70,20,11.41,few clouds
633,Vanimo,PG,-2.67,141.3,76.91,84,2,5.46,clear sky
634,Campina Verde,BR,-19.54,-49.49,78.78,36,19,16.4,few clouds
635,Payo,ID,-3.75,103.64,72.54,89,81,2.24,broken clouds
636,Tura,IN,25.52,90.22,73.26,97,100,4.12,light rain
637,Celestun,MX,20.87,-90.4,86.76,65,87,9.95,overcast clouds
638,Merke,KZ,42.87,73.18,66.69,32,0,6.08,clear sky
639,Vardo,NO,70.37,31.11,48.2,87,75,5.82,shower rain
640,Zyryanka,RU,65.75,150.85,41.47,67,75,13.96,broken clouds
641,Ca Mau,VN,9.18,105.15,78.26,88,84,3.27,broken clouds
642,Port Hedland,AU,-20.32,118.57,59.0,54,0,8.05,clear sky
643,Narrabri,AU,-30.32,149.78,44.6,81,90,4.7,overcast clouds
644,Shimoda,JP,34.67,138.95,79.0,84,0,3.0,clear sky
645,Alekseyevsk,RU,57.84,108.35,52.84,90,8,4.36,clear sky
646,Akureyri,IS,65.68,-18.09,53.6,62,40,16.11,scattered clouds
647,Saint-Ambroise,CA,48.55,-71.33,69.8,46,40,14.99,scattered clouds
648,Kodinsk,RU,58.69,99.18,53.85,85,2,2.84,clear sky
649,Praya,CV,14.92,-23.51,80.6,65,20,14.99,few clouds
650,Kibre Mengist,ET,5.88,38.98,61.36,86,95,0.76,overcast clouds
651,Pilar,BR,-9.6,-35.96,78.8,74,40,11.41,scattered clouds
652,Luau,AO,-10.71,22.22,76.55,26,63,5.08,broken clouds
653,Oxbow,CA,49.23,-102.17,87.01,49,64,4.0,broken clouds
654,Huaiyin,CN,33.59,119.02,73.51,97,94,9.55,moderate rain
655,Brokopondo,SR,4.75,-55.17,87.8,61,49,2.28,scattered clouds
656,Svetlyy,RU,54.67,20.13,66.99,100,75,4.47,mist
657,Mazatlan,MX,23.22,-106.42,86.0,74,90,3.36,overcast clouds
658,Cam Ranh,VN,11.92,109.16,78.8,88,75,2.24,broken clouds
659,Vitim,RU,59.45,112.56,58.51,92,96,7.34,overcast clouds
660,Wagar,SD,16.15,36.2,89.94,49,96,3.4,overcast clouds
661,Emerald,AU,-23.53,148.17,53.01,39,0,5.82,clear sky
662,Belyy Yar,RU,53.6,91.39,57.2,87,0,1.16,clear sky
663,Karpathos,GR,35.51,27.21,75.2,73,0,13.87,clear sky
664,Trat,TH,12.5,102.5,86.0,62,100,0.67,overcast clouds
665,Dayong,CN,25.02,118.29,82.4,88,20,4.47,few clouds
666,Norden,DE,53.6,7.2,71.6,83,40,6.93,scattered clouds
667,Buin,CL,-33.73,-70.75,73.4,12,0,1.92,clear sky
668,Seoul,KR,37.57,126.98,77.0,88,90,2.53,overcast clouds
669,Jilib,SO,0.49,42.79,73.38,82,1,6.33,clear sky
670,Yibin,CN,28.77,104.62,71.92,86,0,1.7,clear sky
671,Bukachacha,RU,52.98,116.92,53.2,92,100,1.28,light rain
672,Basoko,CD,1.24,23.62,73.72,93,84,1.83,broken clouds
673,Kaligutan,PH,7.7,125.81,73.4,100,40,2.24,scattered clouds
674,Katangli,RU,51.71,143.23,57.79,74,0,14.05,clear sky
675,Pingliang,CN,35.54,106.69,62.98,89,88,12.68,overcast clouds
676,Sheregesh,RU,52.92,87.99,53.51,80,91,2.66,overcast clouds
677,Talaya,RU,61.38,152.75,40.62,89,100,9.53,light rain
678,Yarada,IN,17.65,83.27,80.6,88,90,13.87,mist
679,Crepy-En-Valois,FR,49.23,2.89,82.4,48,47,3.36,scattered clouds
680,Gamba,GA,-2.65,10.0,73.0,83,97,7.0,overcast clouds
681,Kampot,KH,10.62,104.18,77.0,94,20,2.48,few clouds
682,Floro,NO,61.6,5.03,64.4,88,75,13.87,broken clouds
683,Taozhuang,CN,34.85,117.33,70.29,94,100,5.08,light rain
684,Kushikino,JP,31.72,130.27,78.57,82,12,2.57,light rain
685,Turtas,RU,58.94,69.13,49.91,96,49,4.38,scattered clouds
686,Nizhniy Tsasuchey,RU,50.52,115.13,56.07,83,9,7.94,clear sky
687,Kupang,ID,-10.17,123.58,71.2,73,0,5.21,clear sky
688,Alofi,NU,-19.06,-169.92,78.8,88,40,6.93,scattered clouds
689,Thyolo,MW,-16.07,35.14,60.89,90,6,8.66,clear sky
690,Muleba,TZ,-1.84,31.65,69.8,88,20,4.56,few clouds
691,Jalu,LY,29.03,21.55,82.96,48,0,13.22,clear sky
692,Rocky Mountain House,CA,52.37,-114.92,69.55,79,100,5.66,moderate rain
693,Nizhniy Bestyakh,RU,61.96,129.91,37.4,93,0,8.95,clear sky
694,Kollam,IN,8.88,76.6,80.6,94,20,3.36,mist
695,Mattru,SL,7.62,-11.83,72.97,97,100,4.92,moderate rain
696,Pomerode,BR,-26.74,-49.18,52.0,30,100,1.72,light rain
