City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
302,Antofagasta,CL,2020-08-18 21:41:09,-23.65,-70.4,59.0,58,40,11.41
303,Lianran,CN,2020-08-18 21:41:09,24.92,102.48,59.0,100,90,8.95
304,Ronda,ES,2020-08-18 21:41:09,36.74,-5.17,77.0,43,0,1.05
305,Vestmanna,FO,2020-08-18 21:41:09,62.16,-7.17,50.0,87,49,8.05
306,Torbay,CA,2020-08-18 21:41:10,47.67,-52.73,59.0,87,90,25.28
307,Samarai,PG,2020-08-18 21:41:10,-10.62,150.67,74.97,63,100,6.71
308,Valparaiso,CL,2020-08-18 21:41:10,-33.04,-71.63,52.0,81,75,8.05
309,Namtsy,RU,2020-08-18 21:41:10,62.72,129.67,44.6,55,85,4.47
310,Juba,SS,2020-08-18 21:41:11,4.85,31.58,71.04,94,96,1.36
311,Cockburn Town,TC,2020-08-18 21:41:11,21.46,-71.14,87.8,70,40,9.17
312,Koutiala,ML,2020-08-18 21:41:11,12.39,-5.46,80.92,73,39,5.01
313,Palenque,MX,2020-08-18 21:41:12,17.52,-91.97,83.93,80,100,2.57
314,Beringovskiy,RU,2020-08-18 21:41:12,63.05,179.32,53.42,62,14,11.56
315,Douglasville,US,2020-08-18 21:41:12,33.75,-84.75,91.99,57,25,1.88
316,Rabaul,PG,2020-08-18 21:41:12,-4.2,152.17,80.33,75,2,12.57
317,Nanakuli,US,2020-08-18 21:41:13,21.39,-158.15,87.8,45,20,10.29
318,Beyneu,KZ,2020-08-18 21:41:13,45.32,55.2,69.21,61,0,8.1
319,Farafenni,GM,2020-08-18 21:41:13,13.57,-15.6,80.35,81,97,10.83
320,Barbalha,BR,2020-08-18 21:41:13,-7.31,-39.3,86.0,28,70,4.7
321,Edenderry,IE,2020-08-18 21:41:14,53.35,-7.05,62.6,88,40,2.24
322,Coxim,BR,2020-08-18 21:41:14,-18.51,-54.76,89.06,21,0,4.92
323,Almaznyy,RU,2020-08-18 21:41:14,48.04,40.05,69.8,52,38,4.47
324,Macenta,GN,2020-08-18 21:41:14,8.54,-9.47,69.44,97,9,1.3
325,Svetlyy,RU,2020-08-18 21:41:15,54.67,20.13,68.0,64,3,8.95
326,Saint Paul,US,2020-08-18 21:41:15,44.94,-93.09,82.0,39,1,3.36
327,Lorengau,PG,2020-08-18 21:41:15,-2.02,147.27,82.49,77,53,7.99
328,Caravelas,BR,2020-08-18 21:40:04,-17.71,-39.25,73.08,81,0,7.94
329,Minab,IR,2020-08-18 21:41:16,27.15,57.08,91.4,70,40,6.93
330,Smithers,CA,2020-08-18 21:41:16,54.78,-127.17,64.4,68,40,3.38
331,Voh,NC,2020-08-18 21:41:16,-20.97,164.7,71.58,56,30,1.72
332,Husavik,IS,2020-08-18 21:41:16,66.04,-17.34,51.8,76,90,13.87
333,Khandyga,RU,2020-08-18 21:41:17,62.67,135.6,49.51,76,13,2.39
334,Egvekinot,RU,2020-08-18 21:41:17,66.32,-179.17,50.38,67,3,2.53
335,Kita,ML,2020-08-18 21:41:17,13.03,-9.49,76.6,94,92,2.68
336,Lodwar,KE,2020-08-18 21:41:17,3.12,35.6,82.72,46,87,4.54
337,Linaon,PH,2020-08-18 21:41:17,9.95,122.45,80.02,80,100,7.72
338,Ahipara,NZ,2020-08-18 21:41:18,-35.17,173.17,59.9,89,76,11.45
339,Parati,BR,2020-08-18 21:41:18,-23.22,-44.71,71.6,68,20,3.36
340,Ararat,AM,2020-08-18 21:41:18,39.83,44.7,71.6,46,0,10.29
341,Halifax,CA,2020-08-18 21:37:00,44.65,-63.57,75.99,48,2,1.01
342,Aloleng,PH,2020-08-18 21:41:18,16.13,119.78,80.69,82,100,5.12
343,San Pedro,PH,2020-08-18 21:41:19,14.35,121.02,79.0,94,99,1.12
344,Tulun,RU,2020-08-18 21:41:19,54.56,100.58,50.52,85,4,5.95
345,Puerto Leguizamo,CO,2020-08-18 21:41:19,-0.19,-74.78,86.94,61,63,0.76
346,Bathsheba,BB,2020-08-18 21:41:19,13.22,-59.52,84.2,74,75,11.41
347,Petropavlovsk-Kamchatskiy,RU,2020-08-18 21:41:19,53.05,158.65,53.6,100,90,6.71
348,Alice Springs,AU,2020-08-18 21:37:56,-23.7,133.88,51.8,27,0,5.82
349,Orlik,RU,2020-08-18 21:41:20,52.52,99.83,47.53,74,31,2.66
350,Rabo De Peixe,PT,2020-08-18 21:41:20,37.8,-25.58,75.2,94,75,20.8
351,Kamaishi,JP,2020-08-18 21:41:20,39.27,141.88,74.84,76,29,2.71
352,Karaton,ID,2020-08-18 21:41:20,-6.34,106.1,75.2,88,20,5.82
353,Yulara,AU,2020-08-18 21:41:21,-25.24,130.99,42.8,52,0,8.05
354,Ostrovnoy,RU,2020-08-18 21:41:21,68.05,39.51,45.37,77,0,8.59
355,Varberg,SE,2020-08-18 21:41:21,57.11,12.25,70.0,88,100,4.0
356,Yei,SS,2020-08-18 21:41:21,4.09,30.68,67.3,97,100,2.42
357,San Juan,AR,2020-08-18 21:41:21,-31.54,-68.54,60.03,32,29,17.81
358,Schneeberg,DE,2020-08-18 21:41:22,50.6,12.63,60.01,91,71,8.01
359,Luvianos,MX,2020-08-18 21:41:22,18.92,-100.4,71.69,91,87,2.57
360,Payakumbuh,ID,2020-08-18 21:41:22,-0.22,100.63,69.12,87,64,1.3
361,Bud,US,2020-08-18 21:41:22,39.45,-86.18,75.99,64,40,9.17
362,Ambilobe,MG,2020-08-18 21:41:22,-13.2,49.05,67.37,68,25,4.99
363,Anloga,GH,2020-08-18 21:41:23,5.79,0.9,75.2,88,20,10.29
364,El Bagre,CO,2020-08-18 21:41:23,7.59,-74.81,84.2,77,37,4.27
365,San Carlos De Bariloche,AR,2020-08-18 21:39:23,-41.15,-71.31,39.2,35,40,11.41
366,Annan,GB,2020-08-18 21:41:23,54.99,-3.26,63.0,100,100,4.7
367,Bayburt,TR,2020-08-18 21:41:24,40.26,40.23,54.68,85,20,0.6
368,Baykit,RU,2020-08-18 21:41:24,61.67,96.37,52.23,70,71,3.69
369,San Borja,BO,2020-08-18 21:41:24,-14.82,-66.85,89.29,42,42,3.13
370,Bay Roberts,CA,2020-08-18 21:40:54,47.6,-53.26,57.99,1,100,19.6
371,Sinnamary,GF,2020-08-18 21:41:24,5.38,-52.95,79.97,81,0,9.28
372,Gangarampur,IN,2020-08-18 21:41:25,25.4,88.52,80.73,88,0,8.55
373,Sao Filipe,CV,2020-08-18 21:41:25,14.9,-24.5,79.48,83,45,4.5
374,Lagoa,PT,2020-08-18 21:41:25,39.05,-27.98,73.2,93,26,17.22
375,Alyangula,AU,2020-08-18 21:41:25,-13.85,136.42,55.4,93,82,6.38
376,Bilma,NE,2020-08-18 21:41:25,18.69,12.92,95.97,16,65,4.16
377,Lovozero,RU,2020-08-18 21:41:26,68.0,35.01,41.52,83,29,3.44
378,Tuy Hoa,VN,2020-08-18 21:41:26,13.08,109.3,77.27,85,99,10.25
379,Mugur-Aksy,RU,2020-08-18 21:41:26,50.35,90.5,50.88,69,100,4.88
380,Ugoofaaru,MV,2020-08-18 21:41:26,5.67,73.0,81.97,69,1,5.37
381,Itarema,BR,2020-08-18 21:41:26,-2.92,-39.92,78.49,71,30,17.65
382,Namatanai,PG,2020-08-18 21:41:27,-3.67,152.43,80.92,76,3,9.51
383,Saint-Francois,FR,2020-08-18 21:41:27,46.42,3.91,69.8,68,10,1.12
384,Yeppoon,AU,2020-08-18 21:41:27,-23.13,150.73,57.2,93,1,7.94
385,Nakambala,ZM,2020-08-18 21:41:27,-15.83,27.78,63.54,56,7,4.94
386,Triolet,MU,2020-08-18 21:41:28,-20.05,57.55,72.0,72,4,8.99
387,Cayenne,GF,2020-08-18 21:41:28,4.93,-52.33,86.0,66,0,6.93
388,Nuevo Progreso,MX,2020-08-18 21:41:28,23.17,-97.95,87.01,55,97,5.01
389,Tiquicheo,MX,2020-08-18 21:41:28,18.88,-100.73,87.12,61,72,3.49
390,Marsh Harbour,BS,2020-08-18 21:41:28,26.54,-77.06,85.35,65,48,3.85
391,Llata,PE,2020-08-18 21:41:29,-9.42,-76.78,56.98,62,56,7.0
392,Ryuo,JP,2020-08-18 21:41:29,35.65,138.5,77.0,75,85,0.78
393,Rio De Janeiro,BR,2020-08-18 21:39:55,-22.9,-43.21,80.6,88,20,12.75
394,Baker City,US,2020-08-18 21:41:29,44.77,-117.83,93.2,24,1,4.7
395,Whitehorse,CA,2020-08-18 21:37:21,60.72,-135.05,57.99,62,75,9.17
396,Toktogul,KG,2020-08-18 21:41:30,41.87,72.94,62.76,68,54,0.58
397,Kenai,US,2020-08-18 21:41:30,60.55,-151.26,62.01,63,75,11.41
398,Walvis Bay,NA,2020-08-18 21:41:30,-22.96,14.51,54.0,71,0,11.41
399,Barranca,PE,2020-08-18 21:41:30,-10.75,-77.77,62.28,76,10,11.34
400,Goundam,ML,2020-08-18 21:41:31,16.41,-3.67,89.46,45,97,14.52
401,Lubsko,PL,2020-08-18 21:41:31,51.78,14.97,64.99,91,100,4.0
402,Qingdao,CN,2020-08-18 21:38:10,36.1,120.37,82.4,88,27,6.71
403,Mouila,GA,2020-08-18 21:41:32,-1.87,11.06,76.69,78,77,3.71
404,Tarauaca,BR,2020-08-18 21:41:32,-8.16,-70.77,90.12,50,40,2.8
405,San Andres,CO,2020-08-18 21:41:23,12.58,-81.7,80.6,94,40,2.24
406,Phangnga,TH,2020-08-18 21:41:32,8.45,98.53,77.0,100,20,2.24
407,Torbat-E Jam,IR,2020-08-18 21:41:32,35.24,60.62,65.37,37,0,8.7
408,Barcelos,PT,2020-08-18 21:41:33,41.54,-8.62,68.0,94,75,9.17
409,Yagodnoye,RU,2020-08-18 21:41:33,62.55,149.67,48.7,80,100,1.79
410,Praya,CV,2020-08-18 21:41:33,14.92,-23.51,82.4,78,75,5.82
411,Callaway,US,2020-08-18 21:41:33,30.15,-85.57,90.0,66,1,13.87
412,Tessalit,ML,2020-08-18 21:41:34,20.2,1.01,96.64,13,0,11.03
413,Panjakent,TJ,2020-08-18 21:41:34,39.5,67.61,68.0,49,0,2.24
414,Lokachi,UA,2020-08-18 21:41:34,50.74,24.65,64.99,98,58,4.68
415,Nizhniy Chir,RU,2020-08-18 21:41:34,48.36,43.09,74.39,52,77,5.17
416,Palmer,US,2020-08-18 21:41:35,42.16,-72.33,82.4,34,40,9.17
417,Comodoro Rivadavia,AR,2020-08-18 21:41:35,-45.87,-67.5,42.8,38,8,17.22
418,Dudinka,RU,2020-08-18 21:41:35,69.41,86.18,55.4,58,37,6.71
419,Khor,RU,2020-08-18 21:41:35,47.89,134.95,59.25,94,62,8.95
420,Acarau,BR,2020-08-18 21:41:36,-2.89,-40.12,78.33,72,35,17.34
421,Tahta,EG,2020-08-18 21:41:36,26.77,31.5,84.16,31,0,11.77
422,Hami,CN,2020-08-18 21:41:36,42.8,93.45,78.62,18,0,6.4
423,Sterling,US,2020-08-18 21:39:01,39.01,-77.43,84.0,54,75,5.82
424,Lavrentiya,RU,2020-08-18 21:41:36,65.58,-171.0,52.99,68,100,4.94
425,Banjar,ID,2020-08-18 21:41:37,-8.19,114.97,77.0,100,40,9.17
426,Marsa Matruh,EG,2020-08-18 21:41:37,31.35,27.25,77.97,75,0,11.25
427,Ponta Delgada,PT,2020-08-18 21:41:37,37.73,-25.67,75.2,94,75,20.8
428,Wolgast,DE,2020-08-18 21:41:37,54.05,13.77,66.99,82,100,1.01
429,Andenes,NO,2020-08-18 21:41:38,69.31,16.12,50.0,93,75,9.17
430,Evensk,RU,2020-08-18 21:41:38,61.95,159.23,48.76,89,100,4.9
431,Reyes,BO,2020-08-18 21:41:38,-14.32,-67.38,88.25,45,29,3.67
432,Jumla,NP,2020-08-18 21:41:38,29.27,82.18,62.47,72,55,2.06
433,Loukhi,RU,2020-08-18 21:41:39,66.08,33.04,45.79,86,30,4.72
434,Sibolga,ID,2020-08-18 21:41:39,1.74,98.78,77.16,76,97,3.27
435,Pallisa,UG,2020-08-18 21:41:39,1.15,33.71,68.14,90,98,4.63
436,Port Shepstone,ZA,2020-08-18 21:41:39,-30.74,30.45,58.98,35,0,25.1
437,Yerbogachen,RU,2020-08-18 21:41:39,61.28,108.01,47.19,66,3,2.75
438,Baruun-Urt,MN,2020-08-18 21:41:40,46.68,113.28,47.46,84,18,8.68
439,Buchanan,LR,2020-08-18 21:41:40,5.88,-10.05,77.0,94,75,10.38
440,Balmazujvaros,HU,2020-08-18 21:41:40,47.62,21.35,68.0,94,100,3.36
441,Yarada,IN,2020-08-18 21:41:40,17.65,83.27,82.4,88,90,3.36
442,Naze,JP,2020-08-18 21:41:40,28.37,129.48,78.8,94,63,1.12
443,Paamiut,GL,2020-08-18 21:41:41,61.99,-49.67,47.66,70,0,3.76
444,Temir,KZ,2020-08-18 21:41:41,49.14,57.13,55.99,59,0,8.43
445,Marystown,CA,2020-08-18 21:41:41,47.17,-55.15,61.0,100,100,8.01
446,Saint George,US,2020-08-18 21:39:12,37.1,-113.58,109.99,10,1,10.29
447,Tiksi,RU,2020-08-18 21:41:42,71.69,128.87,39.0,80,95,11.9
448,Lhokseumawe,ID,2020-08-18 21:40:21,5.18,97.15,77.76,84,79,5.93
449,Narsaq,GL,2020-08-18 21:41:42,60.92,-46.05,60.8,44,5,6.93
450,Chernyshevskiy,RU,2020-08-18 21:41:42,63.01,112.47,49.62,65,80,2.55
451,Grindavik,IS,2020-08-18 21:41:43,63.84,-22.43,51.8,93,75,14.99
452,Kangaatsiaq,GL,2020-08-18 21:41:43,68.31,-53.46,51.06,65,86,5.91
453,Omboue,GA,2020-08-18 21:36:54,-1.57,9.26,75.13,87,93,11.68
454,Manaus,BR,2020-08-18 21:41:43,-3.1,-60.02,84.2,66,40,6.93
455,Necochea,AR,2020-08-18 21:41:43,-38.55,-58.74,42.01,78,58,4.0
456,Merauke,ID,2020-08-18 21:41:44,-8.47,140.33,73.36,77,3,12.5
457,Port Hedland,AU,2020-08-18 21:41:44,-20.32,118.57,55.4,54,9,5.82
458,Ypsonas,CY,2020-08-18 21:41:44,34.69,32.96,78.8,88,0,12.75
459,Fort Oglethorpe,US,2020-08-18 21:41:44,34.95,-85.26,93.2,28,40,4.7
460,Leningradskiy,RU,2020-08-18 21:41:45,69.38,178.42,49.59,51,6,4.76
461,Victoria,HK,2020-08-18 21:39:38,22.29,114.16,79.0,88,75,41.38
462,Biala Podlaska,PL,2020-08-18 21:41:45,52.03,23.12,66.2,88,90,2.24
463,Winslow,US,2020-08-18 21:41:45,35.02,-110.7,100.4,12,1,11.41
464,Kahramanmaras,TR,2020-08-18 21:41:45,38.0,37.0,80.6,57,0,24.16
465,Rorvik,NO,2020-08-18 21:39:58,64.86,11.24,53.6,93,90,6.93
466,Tsabong,BW,2020-08-18 21:41:46,-26.02,22.4,38.35,62,0,11.45
467,Shrewsbury,GB,2020-08-18 21:38:13,52.71,-2.75,63.0,88,40,2.24
468,La Ronge,CA,2020-08-18 21:41:46,55.1,-105.28,78.8,61,20,10.29
469,Carauari,BR,2020-08-18 21:41:46,-4.88,-66.9,86.9,60,25,3.22
470,Mokhsogollokh,RU,2020-08-18 21:41:47,61.47,128.92,48.4,66,63,4.27
471,Kurilsk,RU,2020-08-18 21:41:47,45.23,147.88,58.82,83,85,9.6
472,Kaitong,CN,2020-08-18 21:41:00,44.81,123.15,58.1,81,100,11.86
473,Khasan,RU,2020-08-18 21:41:48,42.43,130.64,74.43,90,0,4.59
474,Guerrero Negro,MX,2020-08-18 21:39:13,27.98,-114.06,90.43,38,0,14.29
475,Apomu,NG,2020-08-18 21:41:48,7.33,4.18,71.4,90,11,3.49
476,Santa Marta,CO,2020-08-18 21:39:27,11.24,-74.2,89.6,66,75,5.82
477,Gizo,SB,2020-08-18 21:41:48,-8.1,156.84,81.28,80,76,9.89
478,Japura,ID,2020-08-18 21:41:49,-0.32,102.35,73.96,90,82,1.9
479,Puro,PH,2020-08-18 21:41:49,12.48,123.38,80.11,81,100,5.44
480,Campo Grande,BR,2020-08-18 21:41:49,-20.44,-54.65,75.2,73,20,11.41
481,Chissamba,AO,2020-08-18 21:41:49,-12.17,17.33,62.56,28,0,3.67
482,Harnosand,SE,2020-08-18 21:41:50,62.63,17.94,64.99,100,18,3.36
483,Banff,CA,2020-08-18 21:41:50,51.18,-115.57,86.0,25,7,11.99
484,Usvyaty,RU,2020-08-18 21:41:50,55.75,30.75,58.3,73,97,4.9
485,Atambua,ID,2020-08-18 21:41:50,-9.11,124.89,67.12,83,98,3.65
486,Ancud,CL,2020-08-18 21:41:51,-41.87,-73.82,45.0,86,20,6.93
487,Hobyo,SO,2020-08-18 21:41:51,5.35,48.53,77.32,83,47,25.3
488,Sukaraja,ID,2020-08-18 21:41:51,-7.45,108.19,69.87,91,66,2.66
489,Huanren,CN,2020-08-18 21:41:51,41.26,125.37,70.7,92,99,5.08
490,Asyut,EG,2020-08-18 21:41:51,27.18,31.18,82.96,36,0,13.6
491,Chapais,CA,2020-08-18 21:41:52,49.78,-74.85,59.0,67,90,11.41
492,Bourail,NC,2020-08-18 21:41:52,-21.57,165.48,68.32,61,3,0.96
493,Zhigansk,RU,2020-08-18 21:41:52,66.77,123.37,48.34,86,30,18.07
494,Horasan,TR,2020-08-18 21:41:53,40.05,42.17,61.47,65,4,4.68
495,Ranapur,IN,2020-08-18 21:41:53,22.65,74.53,75.24,95,100,11.95
496,Bantou,CN,2020-08-18 21:41:53,26.22,117.49,74.66,85,71,2.46
497,Ho Chi Minh City,VN,2020-08-18 21:41:53,10.75,106.67,80.6,94,40,6.93
498,Niquelandia,BR,2020-08-18 21:41:53,-14.47,-48.46,84.38,25,53,4.56
499,Bulawayo,ZW,2020-08-18 21:41:54,-20.15,28.58,58.86,33,0,6.8
500,Camacha,PT,2020-08-18 21:41:54,33.08,-16.33,71.6,78,0,8.05
501,Bida,NG,2020-08-18 21:41:54,9.08,6.02,75.29,92,84,0.96
502,Cesis,LV,2020-08-18 21:41:54,57.31,25.27,57.99,78,25,4.36
503,Aykhal,RU,2020-08-18 21:41:54,66.0,111.5,48.2,66,100,6.71
504,Dwarka,IN,2020-08-18 21:41:55,22.24,68.97,82.58,84,100,15.05
505,Hannibal,US,2020-08-18 21:41:55,39.71,-91.36,81.0,36,40,10.29
506,Bani Walid,LY,2020-08-18 21:41:55,31.76,13.99,77.68,47,1,2.82
507,Yangambi,CD,2020-08-18 21:41:55,0.81,24.43,75.07,78,83,2.08
508,Komsomolskiy,UZ,2020-08-18 21:41:55,40.43,71.72,66.2,68,50,2.24
509,Fram,PY,2020-08-18 21:41:56,-26.98,-55.88,75.2,73,75,9.17
510,Najran,SA,2020-08-18 21:41:56,17.49,44.13,91.4,18,75,2.24
511,Barahona,DO,2020-08-18 21:41:56,18.21,-71.1,87.8,66,40,11.41
512,Ust-Tsilma,RU,2020-08-18 21:41:56,65.44,52.15,49.55,96,100,8.55
513,Nordhorn,DE,2020-08-18 21:41:57,52.43,7.08,64.99,74,58,2.59
514,Port Hardy,CA,2020-08-18 21:41:57,50.7,-127.42,64.4,68,75,8.05
515,Tibiri,NE,2020-08-18 21:41:57,13.56,7.05,83.8,66,24,11.81
516,Iqaluit,CA,2020-08-18 21:41:57,63.75,-68.51,42.8,87,75,13.87
517,Honiara,SB,2020-08-18 21:41:58,-9.43,159.95,77.0,88,75,2.24
518,Peace River,CA,2020-08-18 21:41:58,56.25,-117.29,82.4,45,75,8.05
519,Levashovo,RU,2020-08-18 21:41:58,60.1,30.21,54.0,87,0,3.22
520,Robertsport,LR,2020-08-18 21:41:58,6.75,-11.37,76.17,88,96,13.6
521,Roald,NO,2020-08-18 21:41:59,62.58,6.13,63.0,93,1,5.82
522,Tilichiki,RU,2020-08-18 21:40:51,60.47,166.1,54.66,45,100,2.15
523,Thinadhoo,MV,2020-08-18 21:41:59,0.53,72.93,83.89,72,10,8.48
524,Mantua,IT,2020-08-18 21:41:59,45.17,10.78,73.0,83,4,3.0
525,Aloja,LV,2020-08-18 21:41:59,57.77,24.88,57.99,78,84,2.93
526,Kungurtug,RU,2020-08-18 21:42:00,50.6,97.52,48.16,82,4,1.79
527,Indianola,US,2020-08-18 21:42:00,41.36,-93.56,81.0,45,7,6.4
528,Klyuchi,RU,2020-08-18 21:42:00,52.27,79.17,59.47,72,54,7.38
529,Maturin,VE,2020-08-18 21:42:00,9.75,-63.18,77.88,90,99,1.99
530,Sioux Lookout,CA,2020-08-18 21:42:00,50.1,-91.92,64.4,72,75,4.7
531,Clyde River,CA,2020-08-18 21:42:01,70.47,-68.59,55.4,71,75,12.75
532,Inongo,CD,2020-08-18 21:42:01,-1.95,18.27,73.71,75,0,5.86
533,Solnechnyy,RU,2020-08-18 21:39:31,50.72,136.63,54.68,89,20,3.44
534,Vostok,RU,2020-08-18 21:42:01,46.49,135.88,58.28,100,93,2.66
535,Yerofey Pavlovich,RU,2020-08-18 21:42:02,53.97,121.97,45.95,75,0,3.11
536,Imbituba,BR,2020-08-18 21:42:02,-28.24,-48.67,66.2,93,75,14.99
537,Puerto Colombia,CO,2020-08-18 21:39:28,10.99,-74.95,80.6,94,75,5.82
538,Sabinas Hidalgo,MX,2020-08-18 21:42:02,26.5,-100.17,94.41,35,100,12.55
539,Luganville,VU,2020-08-18 21:42:02,-15.53,167.17,77.0,83,75,5.82
540,Bichura,RU,2020-08-18 21:42:03,50.59,107.6,49.17,75,8,3.24
541,Sur,OM,2020-08-18 21:42:03,22.57,59.53,84.54,67,100,12.84
542,Pierre,US,2020-08-18 21:42:03,44.37,-100.35,93.0,36,1,16.11
543,Lata,PT,2020-08-18 21:42:03,40.16,-8.33,70.0,97,0,1.99
544,Kot Samaba,PK,2020-08-18 21:42:04,28.55,70.47,93.6,55,8,16.51
545,Houma,US,2020-08-18 21:40:00,29.6,-90.72,93.0,74,75,10.29
546,Mirnyy,RU,2020-08-18 21:42:04,62.54,113.96,53.6,50,20,11.18
547,Chara,RU,2020-08-18 21:42:04,56.91,118.26,48.97,65,14,1.05
548,Samarinda,ID,2020-08-18 21:42:04,-0.5,117.15,72.81,97,94,2.59
549,Thunder Bay,CA,2020-08-18 21:37:30,48.4,-89.32,68.0,52,75,9.17
550,Sheksna,RU,2020-08-18 21:42:05,59.21,38.51,46.13,77,6,3.49
551,Abha,SA,2020-08-18 21:42:05,18.22,42.51,73.4,64,91,5.82
552,Sjovegan,NO,2020-08-18 21:42:05,68.87,17.85,48.2,100,75,5.82
553,Caldelas,PT,2020-08-18 21:42:05,41.67,-8.38,66.0,88,84,3.74
554,Taltal,CL,2020-08-18 21:42:06,-25.4,-70.48,56.32,67,3,5.06
555,Nakamura,JP,2020-08-18 21:42:06,32.98,132.93,80.87,72,98,1.79
556,Usinsk,RU,2020-08-18 21:42:06,65.99,57.53,53.58,87,92,12.8
557,Kokopo,PG,2020-08-18 21:42:06,-4.35,152.26,79.81,74,1,11.52
558,Novobirilyussy,RU,2020-08-18 21:42:06,56.95,90.67,60.49,95,100,4.72
559,Fort-Shevchenko,KZ,2020-08-18 21:42:06,44.51,50.26,74.05,68,0,9.57
560,California City,US,2020-08-18 21:42:07,35.13,-117.99,108.0,12,1,10.29
561,Quelimane,MZ,2020-08-18 21:42:07,-17.88,36.89,73.4,88,1,4.7
562,Mumford,GH,2020-08-18 21:42:07,5.26,-0.76,74.3,91,3,9.86
563,Sherlovaya Gora,RU,2020-08-18 21:42:07,50.57,116.25,45.23,83,0,0.29
564,Mayskiy,RU,2020-08-18 21:42:07,47.69,40.1,69.8,52,43,4.47
